Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Dummy 1,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Dummy 2,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Dummy 3,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Dummy 4,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill,,
T64-B01,WT-164:S003,galvin,james,9,BLK:01 PLN:18 POS:03,MFV 04053,247.40,2/5/2013 9:15,2/5/2013 11:03,1:48:34,y,,,,0.00,247.40,T59-B01,WT-166:S006,daniel,jason,2,BLK:01 PLN:18 POS:03,MFV 04053,1.1,2/20/2013 22:11,2/20/2013 22:14,0:03:29,y,,,,0.00,1.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,59,MFV 04053,BLK:01 PLN:18 POS:03,248.50,,
T64-B01,WT-165:S003,gary,jason,9,BLK:01 PLN:18 POS:04,MFV 03124,248.70,2/5/2013 19:32,2/5/2013 22:32,2:59:53,y,,,,0.00,248.70,T59-B01,WT-166:S006,daniel,jason,2,BLK:01 PLN:18 POS:04,MFV 03124,1.4,2/20/2013 20:03,2/20/2013 20:08,0:05:30,y,,,,0.00,1.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,74,MFV 03124,BLK:01 PLN:18 POS:04,250.10,,
T59-B01,WT-163:S004,galvin,james,9,BLK:01 PLN:18 POS:05,MFV 04148,246.00,2/6/2013 10:15,2/6/2013 12:07,1:52:45,y,,,,0.00,246.00,T59-B01,WT-166:S006,daniel,jason,2,BLK:01 PLN:18 POS:05,MFV 04148,0.8,2/20/2013 18:14,2/20/2013 18:16,0:02:39,y,,,,0.00,0.80,T64-B13,WT-163:SO66,LARRY,BRENT,9,BLK:01 PLN:18 POS:05,MFV 04148,2.6,5/8/2014 7:29,5/8/2014 7:44,0:15:03,,"1""",,,0.00,2.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,95,MFV 04148,BLK:01 PLN:18 POS:05,249.40,,
T59-B01,WT-163:S004,daniel,jason,9,BLK:01 PLN:18 POS:06,MFV 03155,247.30,2/6/2013 20:12,2/6/2013 22:03,1:50:36,y,,,,0.00,247.30,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:18 POS:06,MFV 03155,0,2/20/2013 16:14,2/20/2013 16:14,,y,ok,,,0.00,0.00,T64-B13,WT-163:SO66,Trina,Larry,9,BLK:01 PLN:18 POS:06,MFV 03155,3,5/7/2014 10:36,5/7/2014 10:50,0:14:36,,"low 1 1/4""",,,0.00,3.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,106,MFV 03155,BLK:01 PLN:18 POS:06,250.30,,
T59-B01,WT-116:S004,galvin,james,9,BLK:01 PLN:18 POS:07,MFV 00237,250.80,2/7/2013 7:34,2/7/2013 9:11,1:37:34,y,,,,0.00,250.80,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:18 POS:07,MFV 00237,1.9,2/20/2013 14:54,2/20/2013 15:00,0:06:03,y,,,,0.00,1.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,123,MFV 00237,BLK:01 PLN:18 POS:07,252.70,,
T59-B01,WT-116:S004,galvin,james,9,BLK:01 PLN:18 POS:08,MFV 04072,245.10,2/7/2013 14:24,2/7/2013 15:59,1:35:27,y,,,,0.00,245.10,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:18 POS:08,MFV 04072,1.5,2/20/2013 13:59,2/20/2013 14:04,0:04:34,y,,,,0.00,1.50,T64-B13,WT-163:S066,wood,blackmer,9,BLK:01 PLN:18 POS:08,MFV 04072,3.2,5/6/2014 13:11,5/6/2014 13:28,0:17:23,,"2 1/4"" low",,,0.00,3.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,137,MFV 04072,BLK:01 PLN:18 POS:08,249.80,,
T59-B01,WT-166:S004,daniel,jason,9,BLK:01 PLN:18 POS:09,MFV 04104,246.40,2/8/2013 0:57,2/8/2013 2:40,1:43:20,y,,,,0.00,246.40,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:18 POS:09,MFV 04104,0.7,2/20/2013 11:28,2/20/2013 11:31,0:02:10,y,,,,0.00,0.70,T64-B13,WT-163:S066,wood,blackmer,9,BLK:01 PLN:18 POS:09,MFV 04104,3.1,5/6/2014 8:07,5/6/2014 8:50,0:42:08,,"1"" low",,,0.00,3.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,154,MFV 04104,BLK:01 PLN:18 POS:09,250.20,,
T59-B01,WT-169:S004,galvin,james,9,BLK:01 PLN:18 POS:10,MFV 00235,250.30,2/8/2013 13:11,2/8/2013 14:58,1:46:33,y,,,,0.00,250.30,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:18 POS:10,MFV 00235,2.3,2/20/2013 10:41,2/20/2013 10:47,0:05:03,y,,,,0.00,2.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,171,MFV 00235,BLK:01 PLN:18 POS:10,252.60,,
T59-B01,WT-169:S004,daniel,jason,9,BLK:01 PLN:18 POS:11,MFV 04138,245.90,2/11/2013 23:28,2/12/2013 1:54,2:26:34,y,,,,0.00,245.90,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:18 POS:11,MFV 04138,0.6,2/20/2013 8:31,2/20/2013 8:34,0:02:54,y,,,,0.00,0.60,T64-B13,WT-163:S066,Trina,Perko,4,BLK:01 PLN:18 POS:11,MFV 04138,2.4,5/2/2014 11:00,5/2/2014 11:15,0:15:27,,"3"" low",,,0.00,2.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,186,MFV 04138,BLK:01 PLN:18 POS:11,248.90,,
T64-B01,WT-169:S003,daniel,jason,9,BLK:01 PLN:20 POS:00,MFV 04095,151.60,1/31/13 13:25,1/31/13 16:47,3:22:07,,,T64-B01,WT-166:S003,97.20,248.80,T59-B01,WT-166:S006,galvin,wood,7,BLK:01 PLN:20 POS:00,MFV 04095,0,2/21/2013 8:43,,,y,ok,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,6,MFV 04095,BLK:01 PLN:20 POS:00,248.80,,
T64-B01,WT-166:S003,james,galvin,9,BLK:01 PLN:20 POS:01,MFV 04105,246.40,1/31/13 21:55,1/31/13 23:22,1:27:21,,,,,0.00,246.40,T59-B01,WT-166:S006,daniel,jason,4,BLK:01 PLN:20 POS:01,MFV 04105,0,,,,,module good,,,0.00,0.00,T64-B13,WT-163:SO66,Trina,BRENT,9,BLK:01 PLN:20 POS:01,MFV 04105,4.9,5/9/2014 13:30,5/9/2014 14:05,0:35:04,,"1 1/2""",,,0.00,4.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,23,MFV 04105,BLK:01 PLN:20 POS:01,251.30,,
T64-B01,WT-164:S003,daniel,jason,9,BLK:01 PLN:20 POS:02,MFV 00213,250.40,2/1/13 14:32,2/1/13 16:25,1:53:54,,,,,0.00,250.40,T59-B01,WT-166:S006,daniel,jason,4,BLK:01 PLN:20 POS:02,MFV 00213,1.5,2/20/2013 23:51,2/20/2013 23:58,0:07:58,y,,,,0.00,1.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,38,MFV 00213,BLK:01 PLN:20 POS:02,251.90,,
T64-B01,WT-164:S003,daniel,jason,9,BLK:01 PLN:20 POS:03,MFV 04100,246.00,2/5/2013 1:10,2/5/2013 1:10,0:00:00,,Guess at volume to complete module,,,0.00,246.00,T59-B01,WT-166:S006,daniel,jason,2,BLK:01 PLN:20 POS:03,MFV 04100,1.2,2/20/2013 22:15,2/20/2013 22:19,0:04:38,y,,,,0.00,1.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,54,MFV 04100,BLK:01 PLN:20 POS:03,247.20,,
T64-B01,WT-165:S003,galvin,james,9,BLK:01 PLN:20 POS:04,MFV 00230,250.10,2/5/2013 16:04,2/5/2013 19:25,3:21:08,y,,,,0.00,250.10,T59-B01,WT-166:S006,daniel,jason,2,BLK:01 PLN:20 POS:04,MFV 00230,1.1,2/20/2013 20:08,2/20/2013 20:12,0:03:44,y,,,,0.00,1.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,71,MFV 00230,BLK:01 PLN:20 POS:04,251.20,,
T59-B01,WT-163:S004,galvin,james,9,BLK:01 PLN:20 POS:05,MFV 04089,247.40,2/6/2013 7:53,2/6/2013 10:14,2:20:25,y,,,,0.00,247.40,T59-B01,WT-166:S006,daniel,jason,2,BLK:01 PLN:20 POS:05,MFV 04089,0.4,2/20/2013 18:16,2/20/2013 18:19,0:02:47,y,,,,0.00,0.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,90,MFV 04089,BLK:01 PLN:20 POS:05,247.80,,
T59-B01,WT-163:S004,daniel,jason,9,BLK:01 PLN:20 POS:06,MFV 00228,249.00,2/6/2013 18:26,2/6/2013 20:11,1:45:28,y,,,,0.00,249.00,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:20 POS:06,MFV 00228,0,2/20/2013 16:14,2/20/2013 16:14,,y,ok,,,0.00,0.00,T64-B13,WT-163:SO66,Trina,Larry,9,BLK:01 PLN:20 POS:06,MFV 00228,3.2,5/7/2014 10:51,5/7/2014 11:13,0:22:25,,"low 1 1/4""",,,0.00,3.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,102,MFV 00228,BLK:01 PLN:20 POS:06,252.20,,
T59-B01,WT-116:S004,daniel,jason,9,BLK:01 PLN:20 POS:07,MFV 04061,247.00,2/7/2013 2:11,2/7/2013 7:33,5:22:07,y,,,,0.00,247.00,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:20 POS:07,MFV 04061,0,2/20/2013 14:54,2/20/2013 14:54,,y,ok,,,0.00,0.00,T64-B13,WT-163:SO66,Trina,Larry,9,BLK:01 PLN:20 POS:07,MFV 04061,3.2,5/7/2014 8:10,5/7/2014 8:26,0:16:06,,low 1 1/4,,,0.00,3.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,118,MFV 04061,BLK:01 PLN:20 POS:07,250.20,,
T59-B01,WT-116:S004,galvin,james,9,BLK:01 PLN:20 POS:08,MFV 00226,248.30,2/7/2013 12:41,2/7/2013 14:23,1:42:12,y,,,,0.00,248.30,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:20 POS:08,MFV 00226,1.5,2/20/2013 13:55,2/20/2013 13:59,0:03:35,y,,,,0.00,1.50,T64-B13,WT-163:S066,wood,blackmer,9,BLK:01 PLN:20 POS:08,MFV 00226,3.8,5/6/2014 13:29,5/6/2014 13:39,0:10:01,,"7/16"" low",,,0.00,3.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,134,MFV 00226,BLK:01 PLN:20 POS:08,253.60,,
T59-B01,WT-166:S004,daniel,jason,9,BLK:01 PLN:20 POS:09,MFV 04106,242.90,2/7/2013 23:19,2/8/2013 0:57,1:37:42,y,,,,0.00,242.90,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:20 POS:09,MFV 04106,1.4,2/20/2013 11:22,2/20/2013 11:27,0:04:52,y,,,,0.00,1.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,150,MFV 04106,BLK:01 PLN:20 POS:09,244.30,,
T59-B01,WT-166:S004,galvin,james,9,BLK:01 PLN:20 POS:10,MFV 04108,183.00,2/8/2013 10:04,2/8/2013 12:20,2:16:34,y,Tanker swap,T59-B01,WT-169:S004,64.90,247.90,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:20 POS:10,MFV 04108,0.1,2/20/2013 10:39,2/20/2013 10:41,0:02:03,y,,,,0.00,0.10,T64-B13,WT-163:S066,wood,blackmer,9,BLK:01 PLN:20 POS:10,MFV 04108,2.1,5/5/2014 12:58,5/5/2014 13:09,0:10:46,,"3/4"" low",,,0.00,2.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,167,MFV 04108,BLK:01 PLN:20 POS:10,250.10,,
T59-B01,WT-169:S004,daniel,jason,9,BLK:01 PLN:20 POS:11,MFV 04060,240.30,2/11/2013 21:22,2/11/2013 23:27,2:05:05,y,,,,0.00,240.30,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:20 POS:11,MFV 04060,0.3,2/20/2013 8:29,2/20/2013 8:31,0:02:03,y,,,,0.00,0.30,T64-B13,WT-163:S066,Trina,Perko,4,BLK:01 PLN:20 POS:11,MFV 04060,6.1,5/2/2014 11:59,5/2/2014 12:34,0:35:13,,"3"" low",,,0.00,6.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,182,MFV 04060,BLK:01 PLN:20 POS:11,246.70,,
T64-B01,WT-169:S003,daniel,jason,9,BLK:01 PLN:22 POS:00,MFV 04194,237.70,1/31/13 8:47,1/31/13 13:05,4:18:22,,,,,0.00,237.70,T59-B01,WT-166:S006,galvin,wood,7,BLK:01 PLN:22 POS:00,MFV 04194,0.3,2/21/2013 8:42,2/21/2013 8:43,0:01:12,y,,,,0.00,0.30,T64-B13,WT-163:SO66,Trina,BRENT,9,BLK:01 PLN:22 POS:00,MFV 04194,3.9,5/9/2014 15:01,5/9/2014 15:20,0:19:21,,"1 1/2""",,,0.00,3.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,2,MFV 04194,BLK:01 PLN:22 POS:00,241.90,,
T64-B01,WT-166:S003,james,galvin,9,BLK:01 PLN:22 POS:01, MFV 04172 ,242.20,1/31/13 20:21,1/31/13 21:50,1:29:59,,,,,0.00,242.20,T59-B01,WT-166:S006,daniel,jason,4,BLK:01 PLN:22 POS:01,MFV 04172,2.3,2/21/2013 2:46,2/21/2013 2:52,0:06:02,y,,,,0.00,2.30,T64-B13,WT-163:SO66,Trina,BRENT,9,BLK:01 PLN:22 POS:01,MFV 04172,7,5/9/2014 13:02,5/9/2014 13:21,0:19:05,,"1 1/4""",,,0.00,7.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,19,MFV 04172,BLK:01 PLN:22 POS:01,251.50,,
T64-B01,WT-166:S003,daniel,jason,9,BLK:01 PLN:22 POS:02,MFV 04174,92.00,2/1/13 10:34,2/1/13 14:29,3:55:29,,,T64-B01,WT-164:S003,155.60,247.60,T59-B01,WT-166:S006,daniel,jason,4,BLK:01 PLN:22 POS:02,MFV 04174,0.9,2/20/2013 23:59,2/21/2013 0:03,0:04:04,y,,,,0.00,0.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,34,MFV 04174,BLK:01 PLN:22 POS:02,248.50,,
T64-B01,WT-164:S003,daniel,jason,9,BLK:01 PLN:22 POS:03,MFV 04212,246.00,2/4/2013 23:23,2/5/2013 1:31,2:08:33,,,,,0.00,246.00,T59-B01,WT-166:S006,daniel,jason,2,BLK:01 PLN:22 POS:03,MFV 04212,1,2/20/2013 22:19,2/20/2013 22:24,0:04:25,y,,,,0.00,1.00,T64-B13,WT-163:SO66,LARRY,BRENT,9,BLK:01 PLN:22 POS:03,MFV 04212,2.6,5/8/2014 15:40,5/8/2014 15:53,0:13:13,,"7/8""",,,0.00,2.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,52,MFV 04212,BLK:01 PLN:22 POS:03,249.60,,
T64-B01,WT-165:S003,galvin,james,9,BLK:01 PLN:22 POS:04,MFV 00185,251.30,2/5/2013 13:53,2/5/2013 16:03,2:10:56,y,,,,0.00,251.30,T59-B01,WT-166:S006,daniel,jason,2,BLK:01 PLN:22 POS:04,MFV 00185,2,2/20/2013 20:12,2/20/2013 20:24,0:11:41,y,,,,0.00,2.00,T64-B13,WT-163:SO66,LARRY,BRENT,9,BLK:01 PLN:22 POS:04,MFV 00185,1.3,5/8/2014 10:40,5/8/2014 10:53,0:13:03,,"1"" list showed this module as MFV 00195. verified is MFV 00185 in this position.",,,0.00,1.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,67,MFV 00185,BLK:01 PLN:22 POS:04,254.60,,
T64-B01,WT-165:S003,gary,jason,9,BLK:01 PLN:22 POS:05,MFV 04150,240.70,2/6/2013 0:36,2/6/2013 3:18,2:42:27,y,,,,0.00,240.70,T59-B01,WT-166:S006,daniel,jason,2,BLK:01 PLN:22 POS:05,MFV 04150,0.5,2/20/2013 18:19,2/20/2013 18:21,0:02:02,y,,,,0.00,0.50,T64-B13,WT-163:SO66,LARRY,BRENT,9,BLK:01 PLN:22 POS:05,MFV 04150,4.6,5/8/2014 7:08,5/8/2014 7:28,0:20:30,,"1/2""",,,0.00,4.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,82,MFV 04150,BLK:01 PLN:22 POS:05,245.80,,
T59-B01,WT-163:S004,galvin,james,9,BLK:01 PLN:22 POS:06,MFV 04117,248.50,2/6/2013 15:56,2/6/2013 18:19,2:22:48,y,,,,0.00,248.50,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:22 POS:06,MFV 04117,1.1,2/20/2013 16:11,2/20/2013 16:14,0:02:31,y,,,,0.00,1.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,99,MFV 04117,BLK:01 PLN:22 POS:06,249.60,,
T59-B01,WT-163:S004,daniel,jason,9,BLK:01 PLN:22 POS:07,MFV 00195,103.20,2/6/2013 23:57,2/7/2013 0:38,0:41:20,y,tanker swap,T59-B01,WT-116:S004,147.10,250.30,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:22 POS:07,MFV 00195,0.9,2/20/2013 14:51,2/20/2013 14:53,0:02:24,y,,,,0.00,0.90,T64-B13,WT-163:SO66,Trina,Larry,9,BLK:01 PLN:22 POS:07,MFV 00195,2.8,5/7/2014 8:27,5/7/2014 8:44,0:16:52,,"low 1 1/2""",,,0.00,2.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,114,MFV 00195,BLK:01 PLN:22 POS:07,254.00,,
T59-B01,WT-116:S004,galvin,james,9,BLK:01 PLN:22 POS:08,MFV 04202,245.00,2/7/2013 11:04,2/7/2013 12:40,1:36:18,y,,,,0.00,245.00,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:22 POS:08,MFV 04202,0,2/20/2013 13:54,2/20/2013 13:54,,y,ok,,,0.00,0.00,T64-B13,WT-163:S066,wood,blackmer,9,BLK:01 PLN:22 POS:08,MFV 04202,3.8,5/6/2014 13:40,5/6/2014 13:59,0:18:50,,"1"" low",,,0.00,3.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,130,MFV 04202,BLK:01 PLN:22 POS:08,248.80,,
T59-B01,WT-166:S004,daniel,jason,9,BLK:01 PLN:22 POS:09,MFV 04208,242.20,2/7/2013 21:35,2/7/2013 23:18,1:43:54,y,,,,0.00,242.20,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:22 POS:09,MFV 04208,0.6,2/20/2013 11:20,2/20/2013 11:22,0:01:52,y,,,,0.00,0.60,T64-B13,WT-163:S066,wood,blackmer,9,BLK:01 PLN:22 POS:09,MFV 04208,4.1,5/6/2014 8:52,5/6/2014 9:10,0:17:38,,"1 1/4"" low",,,0.00,4.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,146,MFV 04208,BLK:01 PLN:22 POS:09,246.90,,
T59-B01,WT-166:S004,galvin,james,9,BLK:01 PLN:22 POS:10,MFV 04213,240.10,2/8/2013 8:20,2/8/2013 10:04,1:43:21,y,,,,0.00,240.10,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:22 POS:10,MFV 04213,0.2,2/20/2013 10:38,2/20/2013 10:39,0:01:00,y,,,,0.00,0.20,T64-B13,WT-163:S066,wood,blackmer,9,BLK:01 PLN:22 POS:10,MFV 04213,5.6,5/5/2014 13:10,5/5/2014 13:35,0:25:03,,"2 1/2"" low",,,0.00,5.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,163,MFV 04213,BLK:01 PLN:22 POS:10,245.90,,
T59-B01,WT-169:S004,daniel,jason,9,BLK:01 PLN:22 POS:11,MFV 04182,244.70,2/11/2013 19:40,2/11/2013 21:22,1:41:46,y,,,,0.00,244.70,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:22 POS:11,MFV 04182,0.2,2/20/2013 8:27,2/20/2013 8:29,0:02:06,y,,,,0.00,0.20,T64-B13,WT-163:S066,Trina,Perko,4,BLK:01 PLN:22 POS:11,MFV 04182,3.7,5/2/2014 12:35,5/2/2014 12:55,0:19:57,,"1 1/2"" low",,,0.00,3.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,178,MFV 04182,BLK:01 PLN:22 POS:11,248.60,,
T64-B01,WT-166:S003,james,galvin,8,BLK:01 PLN:24 POS:00,MFV 04124,241.40,1/31/13 18:26,1/31/13 20:16,1:50:37,,,,,0.00,241.40,T59-B01,WT-166:S006,galvin,wood,7,BLK:01 PLN:24 POS:00,MFV 04124,6.8,2/21/2013 8:33,2/21/2013 8:42,0:09:06,y,,,,0.00,6.80,,,,,,,,,,,,,,,,0.00,1.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,16,MFV 04124,BLK:01 PLN:24 POS:00,249.60,,
T64-B01,WT-166:S003,daniel,jason,8,BLK:01 PLN:24 POS:01,MFV 03159,248.00,2/1/13 7:10,2/1/13 8:44,1:34:39,,,,,0.00,248.00,T59-B01,WT-166:S006,daniel,jason,4,BLK:01 PLN:24 POS:01,MFV 03159,1.7,2/21/2013 2:52,2/21/2013 2:55,0:03:18,y,,,,0.00,1.70,T64-B13,WT-163:SO66,Trina,BRENT,9,BLK:01 PLN:24 POS:01,MFV 03159,1.4,5/9/2014 12:50,5/9/2014 13:00,0:09:58,,"1/4""",,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,29,MFV 03159,BLK:01 PLN:24 POS:01,249.70,,
T64-B01,WT-164:S003,daniel,jason,8,BLK:01 PLN:24 POS:02,MFV 04115,246.50,2/4/2013 21:33,2/4/2013 23:10,1:37:11,,,,,0.00,246.50,T59-B01,WT-166:S006,daniel,jason,4,BLK:01 PLN:24 POS:02,MFV 04115,0,,,,y,checked level module was good,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,45,MFV 04115,BLK:01 PLN:24 POS:02,246.50,,
T64-B01,WT-164:S003,galvin,james,8,BLK:01 PLN:24 POS:03,MFV 03122,13.60,2/5/2013 11:15,2/5/2013 11:29,0:14:41,y,,T64-B01,WT-165:S003,231.20,244.80,T59-B01,WT-166:S006,daniel,jason,2,BLK:01 PLN:24 POS:03,MFV 03122,1.2,2/20/2013 22:24,2/20/2013 22:28,0:04:32,y,,,,0.00,1.20,T64-B13,WT-163:SO66,LARRY,BRENT,9,BLK:01 PLN:24 POS:03,MFV 03122,2.3,5/8/2014 15:23,5/8/2014 15:39,0:16:49,,"1 1/2""",,,0.00,2.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,64,MFV 03122,BLK:01 PLN:24 POS:03,248.30,,
T64-B01,WT-165:S003,gary,jason,8,BLK:01 PLN:24 POS:04,MFV 04077,245.10,2/5/2013 21:20,2/5/2013 23:03,1:42:45,y,,,,0.00,245.10,T59-B01,WT-166:S006,daniel,jason,2,BLK:01 PLN:24 POS:04,MFV 04077,0.8,2/20/2013 20:25,2/20/2013 20:28,0:03:07,y,,,,0.00,0.80,T64-B13,WT-163:SO66,LARRY,BRENT,9,BLK:01 PLN:24 POS:04,MFV 04077,3.3,5/8/2014 10:23,5/8/2014 10:39,0:16:01,,"1 3/4""",,,0.00,3.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,77,MFV 04077,BLK:01 PLN:24 POS:04,249.20,,
T59-B01,WT-163:S004,galvin,james,8,BLK:01 PLN:24 POS:05,MFV 00236,248.40,2/6/2013 9:22,2/6/2013 11:13,1:50:53,y,,,,0.00,248.40,T59-B01,WT-166:S006,daniel,jason,2,BLK:01 PLN:24 POS:05,MFV 00236,1.3,2/20/2013 18:21,2/20/2013 18:25,0:03:21,Y,,,,0.00,1.30,T64-B13,WT-163:SO66,Trina,Larry,9,BLK:01 PLN:24 POS:05,MFV 00236,1.4,5/7/2014 16:26,5/7/2014 16:35,0:08:44,,"1/2""",,,0.00,1.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,91,MFV 00236,BLK:01 PLN:24 POS:05,251.10,,
T59-B01,WT-163:S004,daniel,jason,8,BLK:01 PLN:24 POS:06,MFV 04169,240.20,2/6/2013 21:54,2/6/2013 23:30,1:36:08,y,,,,0.00,240.20,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:24 POS:06,MFV 04169,0,2/20/2013 16:11,2/20/2013 16:11,,y,ok,,,0.00,0.00,T64-B13,WT-163:SO66,Trina,Larry,9,BLK:01 PLN:24 POS:06,MFV 04169,6.8,5/7/2014 11:16,5/7/2014 11:46,0:30:28,,"low 1/2""",,,0.00,6.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,109,MFV 04169,BLK:01 PLN:24 POS:06,247.00,,
T59-B01,WT-116:S004,galvin,james,8,BLK:01 PLN:24 POS:07,MFV 04158,246.00,2/7/2013 9:10,2/7/2013 10:54,1:44:52,y,,,,0.00,246.00,T59-B01,WT-166:S006,galvin,james,2,BLK:01 PLN:24 POS:07,MFV 04158,0.3,2/20/2013 14:50,2/20/2013 14:51,0:01:12,y,,,,0.00,0.30,T64-B13,WT-163:SO66,Trina,Larry,9,BLK:01 PLN:24 POS:07,MFV 04158,2,5/7/2014 8:45,5/7/2014 8:57,0:11:39,,"low 3/4""",,,0.00,2.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,128,MFV 04158,BLK:01 PLN:24 POS:07,248.30,,
