Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Dummy 4,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill,,
T59-B10,WT-168:S028,don ,larry,7,BLK:23 PLN:18 POS:04,MFV 10028,239.4,1/15/2014 13:38,1/15/2014 15:24,1:46:44,,,,,239.40,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:18 POS:04,MFV 10028,4.5,1/30/2014 13:08,1/30/2014 13:17,0:09:38,,,,,4.50,T64-B13,WT169:S064,Larry,Trina,9,BLK:23 PLN:18 POS:04,MFV 10028,0.4,7/29/2014 16:31,7/29/2014 16:36,0:04:38,"full ,",,,0.00,0.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,113,MFV 10028,BLK:23 PLN:18 POS:04,244.30,,
T59-B10,WT-168:S028,galvin,cole,7,BLK:23 PLN:18 POS:05,MFV 03359,34.3,1/15/2014 18:31,1/15/2014 22:02,3:31:40,1hr .50min. Delay due to swap and cold oil.,T64-B11,WT-165:S056,210,244.30,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:18 POS:05,MFV 03359,2.7,1/30/2014 11:37,1/30/2014 11:42,0:04:49,delay 45 min setup on LL3,,,,2.70,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:18 POS:05,MFV 03359,2.1,7/25/2014 15:21,7/25/2014 15:33,0:12:13,"3/4""",,,0.00,2.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,114,MFV 03359,BLK:23 PLN:18 POS:05,249.10,,
T64-B11,WT-165:S056,galvin,cole,7,BLK:23 PLN:18 POS:06,MFV 03763,239,1/16/2014 1:00,1/16/2014 2:57,1:56:49,pumped tanker 165 dry at 7:30 am,,,,239.00,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:18 POS:06,MFV 03763,1,1/30/2014 10:02,1/30/2014 10:05,0:03:13,,,,,1.00,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:18 POS:06,MFV 03763,3,7/25/2014 9:56,7/25/2014 10:13,0:16:57,"1 1/2""",,,0.00,3.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,115,MFV 03763,BLK:23 PLN:18 POS:06,243.00,,
T64-B11,WT-116:SO54,galvin,tommy,7,BLK:23 PLN:18 POS:07,MFV 01712,248,1/16/2014 17:48,1/16/2014 19:48,2:00:26,,,,,248.00,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:18 POS:07,MFV 01712,1.2,1/30/2014 8:33,1/30/2014 8:40,0:07:19,,,,,1.20,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:18 POS:07,MFV 01712,2.1,7/24/2014 10:07,7/24/2014 10:18,0:10:39,"1 1/16""",,,0.00,2.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,116,MFV 01712,BLK:23 PLN:18 POS:07,251.30,,
T64-B11,WT-116:SO54,galvin,tommy,7,BLK:23 PLN:18 POS:08,MFV 03405,240.6,1/16/2014 21:44,1/21/2014 11:01,109:16:60,swap stopped filling at 11:45 pm. No oil.,T64-B11,WT-169:SO53,8.7,249.30,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:18 POS:08,MFV 03405,2.1,1/30/2014 7:27,1/30/2014 7:33,0:06:19,delay 30 min for setup on LL2,,,,2.10,T64-B13,WT169:S064,Larry,Brent,,BLK:23 PLN:18 POS:08,MFV 03405,,,,,full,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,117,MFV 03405,BLK:23 PLN:18 POS:08,251.40,,
T64-B11,WT-169:SO53,larry,don,7,BLK:23 PLN:18 POS:09,MFV 01048,247.2,1/21/2014 14:42,1/21/2014 17:39,2:57:11,one hr to move to LL1,,,,247.20,T64-B11,WT-165:S056,galvin,tommy,11,BLK:23 PLN:18 POS:09,MFV 01048,3.9,1/30/2014 2:22,1/30/2014 2:33,0:10:15,,,,,3.90,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:18 POS:09,MFV 01048,1.4,7/23/2014 12:20,7/23/2014 12:27,0:07:22,"1""",,,0.00,1.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,118,MFV 01048,BLK:23 PLN:18 POS:09,252.50,,
T64-B11,WT-169:SO53,galvin,cole,7,BLK:23 PLN:18 POS:10,MFV 09384,118.7,1/21/2014 19:52,1/21/2014 22:08,2:16:27,SWAP,T-64-B11,WT-165:S055,126.9,245.60,T64-B11,WT-165:S056,galvin,tommy,11,BLK:23 PLN:18 POS:10,MFV 09384,1.3,1/30/2014 1:04,1/30/2014 1:09,0:04:15,,,,,1.30,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:18 POS:10,MFV 09384,2.5,7/23/2014 7:51,7/23/2014 8:04,0:13:00,"1 1/2""",,,0.00,2.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,119,MFV 09384,BLK:23 PLN:18 POS:10,249.40,,
T-64-B11,WT-165:S055,galvin,cole,7,BLK:23 PLN:18 POS:11,MFV 09390,231.7,1/22/2014 0:15,1/22/2014 2:37,2:22:42,,,,,231.70,T64-B11,WT-165:S056,galvin,tommy,1,BLK:23 PLN:18 POS:11,MFV 09390,4.3,1/29/2014 23:50,1/29/2014 23:59,0:09:18,,,,,4.30,T64-B13,WT169:S064,Jay/John,Cole,1,BLK:23 PLN:18 POS:11,MFV 09390,3.7,7/21/2014 10:47,7/21/2014 11:03,0:16:28,3/4 inch,,,0.00,3.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,120,MFV 09390,BLK:23 PLN:18 POS:11,239.70,,
T059-B10,WT-163:S054,galvin,tommy,6,BLK:23 PLN:20 POS:00,MFV 10011,244.2,1/14/2014 18:47,1/14/2014 20:37,1:50:52,,,,,244.20,T64-B11,WT-165:S056,galvin,tommy,11,BLK:23 PLN:20 POS:00,MFV 10011,1.6,1/30/2014 19:11,1/30/2014 19:18,0:07:26,,,,,1.60,T64-B13,WT169:S064,Larry,Cole,9,BLK:23 PLN:20 POS:00,MFV 10011,0.3,7/29/2014 10:39,7/29/2014 10:42,0:03:29,"1/4""",,,0.00,0.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,121,MFV 10011,BLK:23 PLN:20 POS:00,246.10,,
T059-B10,WT-163:S054,galvin,tommy,6,BLK:23 PLN:20 POS:01,MFV 03447,79.6,1/14/2014 22:30,1/15/2014 0:39,2:08:42,swap 20min.,T64-B11,WT-166:S056,164.9,244.50,T64-B11,WT-165:S056,galvin,tommy,11,BLK:23 PLN:20 POS:01,MFV 03447,2.2,1/30/2014 17:52,1/30/2014 17:59,0:06:40,,,,,2.20,T64-B13,WT169:S064,Ron/Perko,Cole,1,BLK:23 PLN:20 POS:01,MFV 03447,1.6,7/28/2014 16:07,7/28/2014 16:11,0:04:27,"1/4""",,,0.00,1.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,122,MFV 03447,BLK:23 PLN:20 POS:01,248.30,,
T64-B11,WT-166:S056,don ,larry,6,BLK:23 PLN:20 POS:02,MFV 01111,246.4,1/15/2014 7:30,1/15/2014 9:27,1:57:02,,,,,246.40,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:20 POS:02,MFV 01111,1.5,1/30/2014 15:45,1/30/2014 15:52,0:07:16,,,,,1.50,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,123,MFV 01111,BLK:23 PLN:20 POS:02,247.90,,
T59-B10,WT-168:S028,don ,larry,6,BLK:23 PLN:20 POS:03,MFV 03502,246.2,1/15/2014 11:55,1/15/2014 14:02,2:06:34,,,,,246.20,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:20 POS:03,MFV 03502,1.6,1/30/2014 14:35,1/30/2014 14:38,0:03:40,delay 30 min unable to find bluetooth,,,,1.60,T64-B13,WT169:S064,Ron/Perko,Cole,1,BLK:23 PLN:20 POS:03,MFV 03502,2.4,7/28/2014 12:59,7/28/2014 13:12,0:13:02,"3/8""",,,0.00,2.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,124,MFV 03502,BLK:23 PLN:20 POS:03,250.20,,
T59-B10,WT-168:S028,don ,larry,6,BLK:23 PLN:20 POS:04,MFV 09904,241,1/15/2014 15:55,1/15/2014 18:44,2:48:11,,,,,241.00,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:20 POS:04,MFV 09904,1.2,1/30/2014 13:18,1/30/2014 13:20,0:02:35,,,,,1.20,T64-B13,WT169:S064,Ron/Perko,Cole,1,BLK:23 PLN:20 POS:04,MFV 09904,2.6,7/28/2014 8:57,7/28/2014 9:09,0:11:28,"3/8""",,,0.00,2.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,125,MFV 09904,BLK:23 PLN:20 POS:04,244.80,,
T64-B11,WT-165:S056,galvin,cole,6,BLK:23 PLN:20 POS:05,MFV 03508,240.2,1/15/2014 22:22,1/16/2014 0:16,1:54:22,,,,,240.20,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:20 POS:05,MFV 03508,0.5,1/30/2014 11:43,1/30/2014 11:45,0:02:03,delay 45 min setup on LL3,,,,0.50,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:20 POS:05,MFV 03508,2.6,7/25/2014 14:28,7/25/2014 15:20,0:52:15,"1 1/8""",,,0.00,2.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,126,MFV 03508,BLK:23 PLN:20 POS:05,243.30,,
T64-B11,WT-116:SO54,galvin,cole,6,BLK:23 PLN:20 POS:06,MFV 10013,130.9,1/16/2014 3:04,1/16/2014 17:46,14:42:08,swap,T64-B11,WT-165:S056,110.6,241.50,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:20 POS:06,MFV 10013,3.6,1/30/2014 10:06,1/30/2014 10:12,0:06:42,,,,,3.60,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:20 POS:06,MFV 10013,2.1,7/25/2014 9:48,7/25/2014 9:56,0:07:34,"3/4""",,,0.00,2.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,127,MFV 10013,BLK:23 PLN:20 POS:06,247.20,,
T64-B11,WT-116:SO54,galvin,tommy,6,BLK:23 PLN:20 POS:07,MFV 09974,242.7,1/16/2014 19:51,1/16/2014 21:53,2:02:27,,,,,242.70,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:20 POS:07,MFV 09974,1,1/30/2014 8:41,1/30/2014 8:44,0:02:51,,,,,1.00,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:20 POS:07,MFV 09974,2.2,7/24/2014 9:56,7/24/2014 10:06,0:09:59,"15/16""",,,0.00,2.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,128,MFV 09974,BLK:23 PLN:20 POS:07,245.90,,
T64-B11,WT-169:SO53,larry,don,6,BLK:23 PLN:20 POS:08,MFV 10000,243.9,1/21/2014 11:03,1/21/2014 13:23,2:20:14,15 min delay for warm oil,,,,243.90,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:20 POS:08,MFV 10000,1.8,1/30/2014 7:33,1/30/2014 7:39,0:05:33,delay 30 min for setup on LL2,,,,1.80,T64-B13,WT169:S064,Larry,Brent,9,BLK:23 PLN:20 POS:08,MFV 10000,1.7,7/30/2014 7:33,7/30/2014 7:39,0:06:31,"1/4""",,,0.00,1.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,129,MFV 10000,BLK:23 PLN:20 POS:08,247.40,,
T64-B11,WT-169:SO53,galvin,cole,6,BLK:23 PLN:20 POS:09,MFV 03558,233.3,1/21/2014 17:52,1/21/2014 20:12,2:20:24,20 min.delay due to hot oil.,,,,233.30,T64-B11,WT-165:S056,galvin,tommy,11,BLK:23 PLN:20 POS:09,MFV 03558,1.4,1/30/2014 2:14,1/30/2014 2:21,0:07:00,,,,,1.40,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:20 POS:09,MFV 03558,4.7,7/23/2014 11:20,7/23/2014 12:19,0:59:21,"2 1/8""",,,0.00,4.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,130,MFV 03558,BLK:23 PLN:20 POS:09,239.40,,
T-64-B11,WT-165:S055,galvin,cole,6,BLK:23 PLN:20 POS:10,MFV 09222,232.4,1/21/2014 22:38,1/22/2014 0:45,2:07:30,,,,,232.40,T64-B11,WT-165:S056,galvin,tommy,11,BLK:23 PLN:20 POS:10,MFV 09222,2.4,1/30/2014 0:57,1/30/2014 1:04,0:07:26,,,,,2.40,T64-B13,WT169:S064,Jay/John,Cole,1,BLK:23 PLN:20 POS:10,MFV 09222,3.6,7/21/2014 16:23,7/21/2014 16:37,0:13:56,1 1/4 inch,,,0.00,3.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,131,MFV 09222,BLK:23 PLN:20 POS:10,238.40,,
T64-B11,WT-166:SO57,galvin,cole,6,BLK:23 PLN:20 POS:11,MFV 09387,69.7,1/22/2014 2:58,1/22/2014 10:01,7:03:20,forty min to swap tanker,T64-B11,WT-166:SO57,164.3,234.00,T64-B11,WT-165:S056,galvin,tommy,1,BLK:23 PLN:20 POS:11,MFV 09387,1.2,1/29/2014 23:46,1/29/2014 23:50,0:03:19,,,,,1.20,T64-B13,WT169:S064,Jay/John,Cole,1,BLK:23 PLN:20 POS:11,MFV 09387,4.4,7/21/2014 10:00,7/21/2014 10:45,0:44:54,1 1/2 inch,,,0.00,4.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,132,MFV 09387,BLK:23 PLN:20 POS:11,239.60,,
T059-B10,WT-163:SO54,larry,don,6,BLK:23 PLN:22 POS:00,MFV 06265,248.4,1/14/2014 15:55,1/14/2014 18:46,2:51:07,one hr delay prime pump and setup LL4,,,,248.40,T64-B11,WT-165:S056,galvin,tommy,11,BLK:23 PLN:22 POS:00,MFV 06265,1.2,1/30/2014 19:05,1/30/2014 19:11,0:05:27,,,,,1.20,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,133,MFV 06265,BLK:23 PLN:22 POS:00,249.60,,
T059-B10,WT-163:S054,galvin,tommy,6,BLK:23 PLN:22 POS:01,MFV 09961,245.8,1/14/2014 20:38,1/14/2014 22:30,1:52:15,,,,,245.80,T64-B11,WT-165:S056,galvin,tommy,11,BLK:23 PLN:22 POS:01,MFV 09961,1.5,1/30/2014 17:48,1/30/2014 17:52,0:03:58,,,,,1.50,T64-B13,WT169:S064,Ron/Perko,Cole,1,BLK:23 PLN:22 POS:01,MFV 09961,1.4,7/28/2014 15:59,7/28/2014 16:06,0:07:34,"3/8""",,,0.00,1.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,134,MFV 09961,BLK:23 PLN:22 POS:01,248.70,,
T64-B11,WT-166:S056,galvin,tommy,6,BLK:23 PLN:22 POS:02,MFV 05901,243.5,1/15/2014 1:57,,,25min. Delay moved to ll3.,,,,243.50,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:22 POS:02,MFV 05901,5.9,1/30/2014 15:52,1/30/2014 16:02,0:09:53,,,,,5.90,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,135,MFV 05901,BLK:23 PLN:22 POS:02,249.40,,
T64-B11,WT-166:S056,don ,larry,6,BLK:23 PLN:22 POS:03,MFV 10007,173.4,1/15/2014 9:27,1/15/2014 12:05,2:38:07,swap,T59-B10,WT-168:S028,70.1,243.50,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:22 POS:03,MFV 10007,1.2,1/30/2014 14:38,1/30/2014 14:41,0:02:16,delay 30 min unable to find bluetooth,,,,1.20,T64-B13,WT169:S064,Ron/Perko,Cole,1,BLK:23 PLN:22 POS:03,MFV 10007,1.7,7/28/2014 12:47,7/28/2014 12:57,0:10:19,"1/8""",,,0.00,1.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,136,MFV 10007,BLK:23 PLN:22 POS:03,246.40,,
T59-B10,WT-168:S028,don ,larry,6,BLK:23 PLN:22 POS:04,MFV 10009,235.8,1/15/2014 14:02,1/15/2014 15:54,1:52:15,,,,,235.80,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:22 POS:04,MFV 10009,3.9,1/30/2014 13:21,1/30/2014 13:29,0:08:25,,,,,3.90,T64-B13,WT169:S064,Ron/Perko,Cole,1,BLK:23 PLN:22 POS:04,MFV 10009,2.4,7/28/2014 8:21,7/28/2014 8:31,0:09:47,"5/8""",,,0.00,2.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,137,MFV 10009,BLK:23 PLN:22 POS:04,242.10,,
T59-B10,WT-168:S028,galvin,cole,6,BLK:23 PLN:22 POS:05,MFV 08643,4.3,1/15/2014 18:44,1/15/2014 22:21,3:37:28,1hr .50min. Delay due to swap and cold oil.,T64-B11,WT-165:S056,240.3,244.60,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:22 POS:05,MFV 08643,5.1,1/30/2014 11:50,1/30/2014 11:54,0:04:24,delay 45 min setup on LL3,,,,5.10,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,138,MFV 08643,BLK:23 PLN:22 POS:05,249.70,,
T64-B11,WT-165:S056,galvin,cole,6,BLK:23 PLN:22 POS:06,MFV 09897,240.3,1/16/2014 1:00,1/16/2014 3:04,2:03:34,pumped tanker 165 dry at 7:30 am,,,,240.30,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:22 POS:06,MFV 09897,0.8,1/30/2014 10:13,1/30/2014 10:16,0:03:04,,,,,0.80,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:22 POS:06,MFV 09897,2.2,7/25/2014 9:37,7/25/2014 9:47,0:09:43,"1 1/8""",,,0.00,2.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,139,MFV 09897,BLK:23 PLN:22 POS:06,243.30,,
T64-B11,WT-116:SO54,galvin,tommy,6,BLK:23 PLN:22 POS:07,MFV 09919,242.6,1/16/2014 17:46,1/16/2014 19:50,2:03:51,,,,,242.60,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:22 POS:07,MFV 09919,2.4,1/30/2014 8:44,1/30/2014 8:53,0:08:29,,,,,2.40,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:22 POS:07,MFV 09919,1.6,7/24/2014 9:42,7/24/2014 9:54,0:12:34,"7/16""",,,0.00,1.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,140,MFV 09919,BLK:23 PLN:22 POS:07,246.60,,
T64-B11,WT-116:SO54,galvin,tommy,6,BLK:23 PLN:22 POS:08,MFV 09999,210.3,1/16/2014 21:53,1/21/2014 11:03,109:09:32,swap stopped filling at 11:45 pm. No oil.,T64-B11,WT-169:SO53,27.1,237.40,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:22 POS:08,MFV 09999,1.7,1/30/2014 7:40,1/30/2014 7:45,0:04:37,delay 30 min for setup on LL2,,,,1.70,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:22 POS:08,MFV 09999,1.6,7/23/2014 15:18,7/23/2014 15:26,0:07:39,"1 3/16""",,,0.00,1.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,141,MFV 09999,BLK:23 PLN:22 POS:08,240.70,,
T64-B11,WT-169:SO53,larry,don,6,BLK:23 PLN:22 POS:09,MFV 10023,243.2,1/21/2014 14:42,1/21/2014 17:52,3:09:31,one hr to move to LL1,,,,243.20,T64-B11,WT-165:S056,galvin,tommy,11,BLK:23 PLN:22 POS:09,MFV 10023,2,1/30/2014 2:07,1/30/2014 2:13,0:06:12,,,,,2.00,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:22 POS:09,MFV 10023,1.9,7/23/2014 11:12,7/23/2014 11:19,0:07:19,"1 1/8""",,,0.00,1.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,142,MFV 10023,BLK:23 PLN:22 POS:09,247.10,,
T64-B11,WT-169:SO53,galvin,cole,6,BLK:23 PLN:22 POS:10,MFV 09770,66,1/21/2014 20:13,1/21/2014 22:38,2:24:57,SWAP,T-64-B11,WT-165:S055,178.9,244.90,T64-B11,WT-165:S056,galvin,tommy,11,BLK:23 PLN:22 POS:10,MFV 09770,2.9,1/30/2014 0:48,1/30/2014 0:57,0:09:20,,,,,2.90,T64-B13,WT169:S064,Jay/John,Cole,1,BLK:23 PLN:22 POS:10,MFV 09770,0.8,7/21/2014 16:18,7/21/2014 16:21,0:03:20,3/8 inch,,,0.00,0.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,143,MFV 09770,BLK:23 PLN:22 POS:10,248.60,,
T-64-B11,WT-165:S055,galvin,cole,6,BLK:23 PLN:22 POS:11,MFV 09845,238.5,1/22/2014 0:46,1/22/2014 2:58,2:12:03,,,,,238.50,T64-B11,WT-165:S056,galvin,tommy,1,BLK:23 PLN:22 POS:11,MFV 09845,1.2,1/29/2014 23:43,1/29/2014 23:46,0:03:12,,,,,1.20,T64-B13,WT169:S064,Jay/John,Cole,1,BLK:23 PLN:22 POS:11,MFV 09845,3.5,7/21/2014 9:38,7/21/2014 9:58,0:20:18,1 3/4 inch,,,0.00,3.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,144,MFV 09845,BLK:23 PLN:22 POS:11,243.20,,
T059-B10,WT-163:S054,galvin,tommy,3,BLK:23 PLN:24 POS:00,MFV 03115,247,1/14/2014 18:48,1/14/2014 20:40,1:51:54,,,,,247.00,T64-B11,WT-165:S056,galvin,tommy,11,BLK:23 PLN:24 POS:00,MFV 03115,1.8,1/30/2014 19:01,1/30/2014 19:05,0:04:40,,,,,1.80,T64-B13,WT169:S064,Larry,Cole,9,BLK:23 PLN:24 POS:00,MFV 03115,0.9,7/29/2014 10:30,7/29/2014 10:38,0:07:27,1/8',,,0.00,0.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,145,MFV 03115,BLK:23 PLN:24 POS:00,249.70,,
T059-B10,WT-163:S054,galvin,tommy,3,BLK:23 PLN:24 POS:01,MFV 09900,68.6,1/14/2014 22:34,1/15/2014 0:42,2:07:59,swap 20min.,T64-B11,WT-166:S056,169.4,238.00,T64-B11,WT-165:S056,galvin,tommy,11,BLK:23 PLN:24 POS:01,MFV 09900,0.8,1/30/2014 17:45,1/30/2014 17:48,0:03:09,,,,,0.80,T64-B13,WT169:S064,Ron/Perko,Cole,1,BLK:23 PLN:24 POS:01,MFV 09900,2.5,7/28/2014 15:43,7/28/2014 15:57,0:13:51,"3/4""",,,0.00,2.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,146,MFV 09900,BLK:23 PLN:24 POS:01,241.30,,
T64-B11,WT-166:S056,don ,larry,3,BLK:23 PLN:24 POS:02,MFV 00650,239.3,1/15/2014 7:30,1/15/2014 9:38,2:08:18,,,,,239.30,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:24 POS:02,MFV 00650,3,1/30/2014 16:02,1/30/2014 16:10,0:07:24,,,,,3.00,,,,,,,,0.00,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,147,MFV 00650,BLK:23 PLN:24 POS:02,242.30,,
T59-B10,WT-168:S028,don ,larry,3,BLK:23 PLN:24 POS:03,MFV 01902,242.8,1/15/2014 12:08,1/15/2014 14:00,1:51:52,,,,,242.80,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:24 POS:03,MFV 01902,1.2,1/30/2014 14:41,1/30/2014 14:44,0:03:05,delay 30 min unable to find bluetooth,,,,1.20,T64-B13,WT169:S064,Ron/Perko,Cole,1,BLK:23 PLN:24 POS:03,MFV 01902,4.7,7/28/2014 12:38,7/28/2014 12:46,0:08:35,"1/4""",,,0.00,4.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,148,MFV 01902,BLK:23 PLN:24 POS:03,248.70,,
T59-B10,WT-168:S028,don ,larry,3,BLK:23 PLN:24 POS:04,MFV 00673,239.2,1/15/2014 15:53,1/15/2014 18:39,2:45:17,,,,,239.20,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:24 POS:04,MFV 00673,1,1/30/2014 13:31,1/30/2014 13:36,0:05:23,,,,,1.00,T64-B13,WT169:S064,Ron/Perko,Cole,1,BLK:23 PLN:24 POS:04,MFV 00673,3.4,7/28/2014 8:06,7/28/2014 8:20,0:14:18,"3/4""",,,0.00,3.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,149,MFV 00673,BLK:23 PLN:24 POS:04,243.60,,
T64-B11,WT-165:S056,galvin,cole,3,BLK:23 PLN:24 POS:05,MFV 00623,240.3,1/15/2014 22:14,1/16/2014 0:09,1:55:24,,,,,240.30,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:24 POS:05,MFV 00623,0.6,1/30/2014 11:54,1/30/2014 11:57,0:03:01,delay 45 min setup on LL3,,,,0.60,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:24 POS:05,MFV 00623,3.2,7/25/2014 13:56,7/25/2014 14:25,0:29:43,"1 1/8""",,,0.00,3.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,150,MFV 00623,BLK:23 PLN:24 POS:05,244.10,,
T64-B11,WT-116:SO54,galvin,cole,5,BLK:23 PLN:24 POS:06,MFV 01889,130.5,1/16/2014 3:02,1/16/2014 17:44,14:41:57,swap,T64-B11,WT-165:S056,118.7,249.20,T64-B11,WT-165:S056,larry,don,11,BLK:23 PLN:24 POS:06,MFV 01889,1.9,1/30/2014 10:16,1/30/2014 10:20,0:03:34,,,,,1.90,T64-B13,WT169:S064,Larry,Brent,1,BLK:23 PLN:24 POS:06,MFV 01889,1.7,7/25/2014 9:29,7/25/2014 9:36,0:07:43,"3/8""",,,0.00,1.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,151,MFV 01889,BLK:23 PLN:24 POS:06,252.80,,
